GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
COUNTRIES,GNQ,Equatorial Guinea,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,38440,11144,28.99
COUNTRIES,GNQ,Equatorial Guinea,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,38249,9932,23.44
COUNTRIES,GNQ,Equatorial Guinea,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,25449,10763,42.29
COUNTRIES,GNQ,Equatorial Guinea,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,24732,10098,40.83
COUNTRIES,GNQ,Equatorial Guinea,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,24035,8094,33.68
COUNTRIES,GNQ,Equatorial Guinea,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,23357,11658,50
COUNTRIES,GNQ,Equatorial Guinea,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,22699,11505,51
COUNTRIES,GNQ,Equatorial Guinea,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,21425,16599,77.4
COUNTRIES,GNQ,Equatorial Guinea,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,21148,16172,76
COUNTRIES,GNQ,Equatorial Guinea,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,20246,5104,25
COUNTRIES,GNQ,Equatorial Guinea,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,20409,4925,24.1
COUNTRIES,GNQ,Equatorial Guinea,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,18228,5987,32.8
COUNTRIES,GNQ,Equatorial Guinea,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,14414,6996,49
COUNTRIES,GNQ,Equatorial Guinea,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,4507,2841,63
COUNTRIES,GNQ,Equatorial Guinea,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,18486,3732,20
COUNTRIES,GNQ,Equatorial Guinea,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15399,2849,18.5
COUNTRIES,GNQ,Equatorial Guinea,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,12.71
COUNTRIES,GNQ,Equatorial Guinea,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,49.28
COUNTRIES,GNQ,Equatorial Guinea,2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,16.7
COUNTRIES,GNQ,Equatorial Guinea,2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,53.39
COUNTRIES,GNQ,Equatorial Guinea,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,62
COUNTRIES,GNQ,Equatorial Guinea,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,51
COUNTRIES,GNQ,Equatorial Guinea,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,39
COUNTRIES,GNQ,Equatorial Guinea,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,52.82
COUNTRIES,GNQ,Equatorial Guinea,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,28.99
COUNTRIES,GNQ,Equatorial Guinea,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,26
COUNTRIES,GNQ,Equatorial Guinea,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,43
COUNTRIES,GNQ,Equatorial Guinea,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,41
COUNTRIES,GNQ,Equatorial Guinea,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,34
COUNTRIES,GNQ,Equatorial Guinea,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,50
COUNTRIES,GNQ,Equatorial Guinea,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,77
COUNTRIES,GNQ,Equatorial Guinea,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,76
COUNTRIES,GNQ,Equatorial Guinea,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,37
COUNTRIES,GNQ,Equatorial Guinea,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,25
COUNTRIES,GNQ,Equatorial Guinea,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,24
COUNTRIES,GNQ,Equatorial Guinea,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,33
COUNTRIES,GNQ,Equatorial Guinea,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,36
COUNTRIES,GNQ,Equatorial Guinea,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,51
COUNTRIES,GNQ,Equatorial Guinea,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,52
COUNTRIES,GNQ,Equatorial Guinea,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,18.5
COUNTRIES,GNQ,Equatorial Guinea,2022,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,13
COUNTRIES,GNQ,Equatorial Guinea,2022,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2021,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2021,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,17
COUNTRIES,GNQ,Equatorial Guinea,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,50
COUNTRIES,GNQ,Equatorial Guinea,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,53
COUNTRIES,GNQ,Equatorial Guinea,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,51
COUNTRIES,GNQ,Equatorial Guinea,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,49
COUNTRIES,GNQ,Equatorial Guinea,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,46
COUNTRIES,GNQ,Equatorial Guinea,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,44
COUNTRIES,GNQ,Equatorial Guinea,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,45
COUNTRIES,GNQ,Equatorial Guinea,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,45
COUNTRIES,GNQ,Equatorial Guinea,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,46
COUNTRIES,GNQ,Equatorial Guinea,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,47
COUNTRIES,GNQ,Equatorial Guinea,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,47
COUNTRIES,GNQ,Equatorial Guinea,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,48
COUNTRIES,GNQ,Equatorial Guinea,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,48
COUNTRIES,GNQ,Equatorial Guinea,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,49
COUNTRIES,GNQ,Equatorial Guinea,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,GNQ,Equatorial Guinea,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,50
COUNTRIES,GNQ,Equatorial Guinea,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,50
COUNTRIES,GNQ,Equatorial Guinea,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
COUNTRIES,ERI,Eritrea,2022,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,102543,81796,79.77
COUNTRIES,ERI,Eritrea,2022,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,100841,78433,77.78
COUNTRIES,ERI,Eritrea,2021,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,102673,87023,84.76
COUNTRIES,ERI,Eritrea,2021,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,99876,74566,74.66
COUNTRIES,ERI,Eritrea,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,97412,67914,69.72
COUNTRIES,ERI,Eritrea,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,99876,83620,83.72
COUNTRIES,ERI,Eritrea,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,97411.99104,79340,81.45
COUNTRIES,ERI,Eritrea,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,94490,67649,71.59
COUNTRIES,ERI,Eritrea,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,106364,60866,57.2
COUNTRIES,ERI,Eritrea,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,109342,77971,71.3
COUNTRIES,ERI,Eritrea,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,103466.5894,68478,66.18
COUNTRIES,ERI,Eritrea,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,106363.6539,76643,72.06
COUNTRIES,ERI,Eritrea,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,103467,83010,80
COUNTRIES,ERI,Eritrea,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,100783,62258,62
COUNTRIES,ERI,Eritrea,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,78213,56871,72
COUNTRIES,ERI,Eritrea,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,115829,79213,68
COUNTRIES,ERI,Eritrea,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,0
COUNTRIES,ERI,Eritrea,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,112279,80551,71.74
COUNTRIES,ERI,Eritrea,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,0
COUNTRIES,ERI,Eritrea,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,109327,82076,75.1
COUNTRIES,ERI,Eritrea,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,106453,816000,77
COUNTRIES,ERI,Eritrea,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,106453,,
COUNTRIES,ERI,Eritrea,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,103654,75178,73
COUNTRIES,ERI,Eritrea,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,131613,69503,52.81
COUNTRIES,ERI,Eritrea,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,0
COUNTRIES,ERI,Eritrea,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,127779,77997,61
COUNTRIES,ERI,Eritrea,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,124057,82398,66
COUNTRIES,ERI,Eritrea,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,120447,76999,64
COUNTRIES,ERI,Eritrea,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,
COUNTRIES,ERI,Eritrea,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,116929,80721,69
COUNTRIES,ERI,Eritrea,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,0,0,0
COUNTRIES,ERI,Eritrea,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,113532,76702,68.2
COUNTRIES,ERI,Eritrea,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,110226,68551,62
COUNTRIES,ERI,Eritrea,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,107015,66263,62
COUNTRIES,ERI,Eritrea,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,111237,57471,52
COUNTRIES,ERI,Eritrea,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,107998,56423,52
COUNTRIES,ERI,Eritrea,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
COUNTRIES,ERI,Eritrea,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,87463,43282,50
COUNTRIES,ERI,Eritrea,2022,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2022,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2021,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2021,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
COUNTRIES,ERI,Eritrea,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,75
COUNTRIES,ERI,Eritrea,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,90
COUNTRIES,ERI,Eritrea,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
COUNTRIES,ERI,Eritrea,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
COUNTRIES,ERI,Eritrea,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,85
COUNTRIES,ERI,Eritrea,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
